"sampledate","year4","month","day","reps","average","observer","ObsTime","Loc","Depth","AT","CD.CV","WD","WD.1","SN","ICE","SECC"
"1978-11-07",1978,11,7,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1978-11-09",1978,11,9,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1978-11-16",1978,11,16,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1978-11-28",1978,11,28,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1978-12-01",1978,12,1,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1979-02-01",1979,2,1,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-02-21",1979,2,21,1,1,"TB",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1979-02-28",1979,2,28,1,1,"TB",NA,NA,19,NA,"",NA,"",NA,NA,NA
"1979-03-16",1979,3,16,1,1,"WD",NA,NA,24,NA,"",NA,"",25,30,NA
"1979-03-17",1979,3,17,1,1,"TB",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1979-03-30",1979,3,30,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1979-04-06",1979,4,6,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1979-04-18",1979,4,18,1,1,"TB",NA,NA,18,NA,"",NA,"",NA,NA,NA
"1979-04-20",1979,4,20,1,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-04-26",1979,4,26,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1979-04-27",1979,4,27,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1979-05-01",1979,5,1,1,1,"WD",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1979-05-04",1979,5,4,1,1,"TB",NA,NA,18,NA,"",NA,"",NA,NA,NA
"1979-05-10",1979,5,10,1,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-05-12",1979,5,12,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-05-16",1979,5,16,1,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-05-24",1979,5,24,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-05-25",1979,5,25,1,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-06-04",1979,6,4,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1979-06-13",1979,6,13,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-06-18",1979,6,18,1,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-06-25",1979,6,25,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1979-06-27",1979,6,27,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1979-07-02",1979,7,2,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1979-07-09",1979,7,9,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1979-07-09",1979,7,9,2,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-07-16",1979,7,16,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1979-07-24",1979,7,24,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-07-30",1979,7,30,1,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-08-06",1979,8,6,1,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-08-13",1979,8,13,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1979-08-16",1979,8,16,1,1,"WD",NA,NA,21,NA,"",NA,"",NA,NA,NA
"1979-08-20",1979,8,20,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1979-08-28",1979,8,28,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-09-17",1979,9,17,1,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1979-09-18",1979,9,18,1,1,"WD",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1979-10-01",1979,10,1,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1979-10-08",1979,10,8,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1979-10-16",1979,10,16,1,1,"TB",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1979-10-17",1979,10,17,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1979-10-29",1979,10,29,1,1,"TB",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1979-11-14",1979,11,14,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1979-11-16",1979,11,16,1,1,"TB",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1979-12-04",1979,12,4,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1979-12-10",1979,12,10,1,1,"TB",NA,NA,18,NA,"",NA,"",NA,NA,NA
"1980-01-10",1980,1,10,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,10,NA
"1980-01-14",1980,1,14,1,1,"TB",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1980-02-07",1980,2,7,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1980-02-28",1980,2,28,1,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1980-03-26",1980,3,26,1,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1980-04-01",1980,4,1,1,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1980-04-13",1980,4,13,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1980-04-28",1980,4,28,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-04-30",1980,4,30,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1980-05-12",1980,5,12,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-05-19",1980,5,19,1,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1980-05-21",1980,5,21,1,1,"WD",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1980-06-02",1980,6,2,1,1,"WD",NA,NA,18,NA,"",NA,"",NA,NA,NA
"1980-06-03",1980,6,3,1,1,"WD",NA,NA,21,NA,"",NA,"",NA,NA,NA
"1980-06-11",1980,6,11,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-06-17",1980,6,17,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1980-06-18",1980,6,18,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1980-06-24",1980,6,24,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1980-06-30",1980,6,30,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1980-07-08",1980,7,8,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1980-07-14",1980,7,14,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1980-07-16",1980,7,16,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1980-07-23",1980,7,23,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-07-29",1980,7,29,1,1,"WD",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1980-07-29",1980,7,29,2,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-08-05",1980,8,5,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-08-11",1980,8,11,1,1,"WD",NA,NA,23.5,NA,"",NA,"",NA,NA,NA
"1980-08-12",1980,8,12,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-08-19",1980,8,19,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-08-25",1980,8,25,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-08-26",1980,8,26,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-09-02",1980,9,2,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-09-08",1980,9,8,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-09-08",1980,9,8,2,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-09-15",1980,9,15,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-09-22",1980,9,22,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-09-25",1980,9,25,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1980-09-29",1980,9,29,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-10-06",1980,10,6,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-10-13",1980,10,13,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-10-15",1980,10,15,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1980-10-28",1980,10,28,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1980-11-04",1980,11,4,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-11-11",1980,11,11,1,1,"WD",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1980-11-20",1980,11,20,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1980-11-25",1980,11,25,1,1,"WD",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1980-12-18",1980,12,18,1,1,"WD",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1980-12-18",1980,12,18,2,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1981-01-28",1981,1,28,1,1,"WD",NA,NA,24,-8,"0",12,"WNW",0,40,3
"1981-01-28",1981,1,28,2,1,"TB",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1981-02-16",1981,2,16,1,1,"TB",NA,NA,18,NA,"",NA,"",NA,NA,NA
"1981-02-26",1981,2,26,1,1,"TB",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1981-03-10",1981,3,10,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,20,NA
"1981-03-30",1981,3,30,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-03-31",1981,3,31,1,1,"WD",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1981-03-31",1981,3,31,2,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-04-06",1981,4,6,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-04-15",1981,4,15,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-05-04",1981,5,4,1,1,"WD",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1981-05-04",1981,5,4,2,1,"TB",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1981-05-12",1981,5,12,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-05-18",1981,5,18,1,1,"TB",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1981-05-19",1981,5,19,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1981-05-26",1981,5,26,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-06-01",1981,6,1,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-06-02",1981,6,2,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-06-08",1981,6,8,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-06-15",1981,6,15,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-06-17",1981,6,17,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-06-22",1981,6,22,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-06-29",1981,6,29,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-06-30",1981,6,30,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-07-06",1981,7,6,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-07-13",1981,7,13,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-07-15",1981,7,15,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1981-07-20",1981,7,20,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-07-27",1981,7,27,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-07-29",1981,7,29,1,1,"WD",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1981-08-03",1981,8,3,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-08-10",1981,8,10,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-08-12",1981,8,12,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-08-17",1981,8,17,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-08-24",1981,8,24,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-09-01",1981,9,1,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-09-02",1981,9,2,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-09-08",1981,9,8,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-09-14",1981,9,14,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-09-21",1981,9,21,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-09-22",1981,9,22,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1981-09-28",1981,9,28,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-10-05",1981,10,5,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-10-12",1981,10,12,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-10-15",1981,10,15,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-10-19",1981,10,19,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-11-03",1981,11,3,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1981-11-10",1981,11,10,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1981-12-01",1981,12,1,1,1,"TB",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1982-03-18",1982,3,18,1,1,"WD",NA,NA,23,NA,"",NA,"",38,NA,NA
"1982-04-21",1982,4,21,1,1,"WD",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1982-05-04",1982,5,4,1,1,"WD",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1982-05-18",1982,5,18,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1982-06-02",1982,6,2,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1982-06-16",1982,6,16,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1982-06-30",1982,6,30,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1982-07-13",1982,7,13,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1982-07-29",1982,7,29,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1982-08-16",1982,8,16,1,1,"WD",NA,NA,21,NA,"",NA,"",NA,NA,NA
"1982-09-16",1982,9,16,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1982-10-12",1982,10,12,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1982-11-16",1982,11,16,1,1,"WD",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1983-02-07",1983,2,7,1,1,"WD",NA,NA,21,NA,"",NA,"",15,21,NA
"1983-04-07",1983,4,7,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1983-04-26",1983,4,26,1,1,"WD",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1983-05-10",1983,5,10,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1983-05-24",1983,5,24,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1983-06-07",1983,6,7,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1983-06-21",1983,6,21,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1983-07-05",1983,7,5,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1983-07-19",1983,7,19,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1983-08-02",1983,8,2,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1983-08-22",1983,8,22,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1983-09-13",1983,9,13,1,1,"WD",NA,NA,15,NA,"",NA,"",NA,NA,NA
"1983-10-11",1983,10,11,1,1,"WD",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1984-01-16",1984,1,16,1,1,"WD",NA,NA,24,NA,"",NA,"",4,32,NA
"1984-04-11",1984,4,11,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1984-04-25",1984,4,25,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1984-05-10",1984,5,10,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1984-05-21",1984,5,21,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1984-06-07",1984,6,7,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1984-06-19",1984,6,19,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1984-07-02",1984,7,2,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1984-07-16",1984,7,16,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1984-07-31",1984,7,31,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1984-08-14",1984,8,14,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1984-08-28",1984,8,28,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1984-09-18",1984,9,18,1,1,"WD",NA,NA,21,NA,"",NA,"",NA,NA,NA
"1984-10-10",1984,10,10,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1984-11-06",1984,11,6,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1985-01-22",1985,1,22,1,1,"WD",NA,NA,22,NA,"",NA,"",8,36,NA
"1985-04-09",1985,4,9,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1985-04-23",1985,4,23,1,1,"WD",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1985-05-07",1985,5,7,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1985-05-21",1985,5,21,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1985-06-04",1985,6,4,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1985-06-17",1985,6,17,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1985-07-01",1985,7,1,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1985-07-16",1985,7,16,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1985-07-29",1985,7,29,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1985-08-15",1985,8,15,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1985-08-27",1985,8,27,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1985-09-16",1985,9,16,1,1,"WD",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1985-10-15",1985,10,15,1,1,"WD",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1985-11-11",1985,11,11,1,1,"WD",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1985-12-04",1985,12,4,1,1,"WD",NA,NA,20,NA,"",NA,"",NA,NA,NA
"1986-01-21",1986,1,21,1,1,"WD",NA,NA,24,NA,"",NA,"",10,43,NA
"1986-03-17",1986,3,17,1,1,"WD",NA,NA,21,NA,"",NA,"",0,56,NA
"1986-04-07",1986,4,7,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1986-04-22",1986,4,22,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1986-05-06",1986,5,6,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1986-05-20",1986,5,20,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1986-06-03",1986,6,3,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1986-06-17",1986,6,17,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1986-07-01",1986,7,1,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1986-07-15",1986,7,15,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1986-07-29",1986,7,29,1,1,"WD",NA,NA,23,NA,"",NA,"",NA,NA,NA
"1986-08-12",1986,8,12,1,1,"WD",NA,NA,25,NA,"",NA,"",NA,NA,NA
"1986-08-27",1986,8,27,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1986-09-15",1986,9,15,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1986-10-15",1986,10,15,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1986-11-11",1986,11,11,1,1,"WD",NA,NA,24,NA,"",NA,"",NA,NA,NA
"1986-12-09",1986,12,9,1,1,"WD",NA,NA,22,NA,"",NA,"",NA,NA,NA
"1987-01-20",1987,1,20,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-02-23",1987,2,23,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-03-19",1987,3,19,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-03-31",1987,3,31,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-04-07",1987,4,7,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-04-13",1987,4,13,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-04-20",1987,4,20,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-04-28",1987,4,28,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-05-04",1987,5,4,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-05-12",1987,5,12,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-05-18",1987,5,18,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-05-26",1987,5,26,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-06-02",1987,6,2,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-06-08",1987,6,8,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-06-15",1987,6,15,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-06-22",1987,6,22,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-06-29",1987,6,29,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-07-06",1987,7,6,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-07-13",1987,7,13,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-07-20",1987,7,20,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-07-28",1987,7,28,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-08-03",1987,8,3,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-08-10",1987,8,10,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-08-18",1987,8,18,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-08-24",1987,8,24,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-09-01",1987,9,1,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-09-08",1987,9,8,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-09-22",1987,9,22,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-10-08",1987,10,8,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-10-19",1987,10,19,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-11-02",1987,11,2,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-11-16",1987,11,16,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-11-30",1987,11,30,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1987-12-14",1987,12,14,1,1,"WD",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1988-04-11",1988,4,11,1,1,"WD",NA,2,NA,6,"75",15,"NE",NA,NA,1.2
"1988-04-25",1988,4,25,1,1,"WD",NA,2,NA,10,"3",12,"S",NA,NA,4.8
"1988-05-11",1988,5,11,1,1,"WD",NA,2,NA,10,"30",10,"SSE",NA,NA,8.9
"1988-05-25",1988,5,25,1,1,"WD",NA,2,NA,16,"0",0,"",NA,NA,7.2
"1988-06-06",1988,6,6,1,1,"WD",NA,2,NA,24,"0",9,"WNW",NA,NA,4.8
"1988-06-20",1988,6,20,1,1,"WD",NA,2,NA,27,"0",4,"W",NA,NA,2.4
"1988-07-05",1988,7,5,1,1,"WD",NA,2,NA,29,"0",2,"SSW",NA,NA,4.6
"1988-07-17",1988,7,17,1,1,"WD",NA,2,NA,22,"50",0,"",NA,NA,4.1
"1988-08-01",1988,8,1,1,1,"WD",NA,2,NA,32,"30",11,"W",NA,NA,2.6
"1988-08-16",1988,8,16,1,1,"WD",NA,2,NA,29,"5",0,"",NA,NA,2.8
"1988-08-30",1988,8,30,1,1,"WD",NA,2,NA,NA,"",NA,"",NA,NA,3.8
"1988-09-11",1988,9,11,1,1,"WD",NA,2,NA,24,"0",15,"S",NA,NA,4.1
"1988-09-26",1988,9,26,1,1,"WD",NA,2,NA,NA,"",NA,"",NA,NA,2.3
"1988-10-26",1988,10,26,1,1,"WD",NA,2,NA,NA,"",NA,"",NA,NA,3.5
"1988-11-07",1988,11,7,1,1,"WD",NA,2,NA,NA,"",NA,"",NA,NA,4
"1988-11-22",1988,11,22,1,1,"WD",NA,2,NA,NA,"",NA,"",NA,NA,5
"1988-12-04",1988,12,4,1,1,"WD",NA,2,NA,NA,"",NA,"",NA,NA,6
"1989-01-23",1989,1,23,1,1,"LTER",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1989-04-10",1989,4,10,1,1,"LTER",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1989-04-18",1989,4,18,1,1,"LTER",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1989-04-24",1989,4,24,1,1,"LTER",NA,NA,NA,NA,"",NA,"",NA,NA,NA
"1989-05-01",1989,5,1,1,1,"LTER",NA,NA,NA,NA,"",NA,"",NA,NA,NA
